cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,compressive_strength,w_c,binder,w_b,agg_ratio
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3009114,0.3562352941176471,531.3,0.284961415396198,0.8586538461538462
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,37.79707432,0.3812631578947368,593.8,0.30498484338160997,0.9171458748973125
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.096147,0.40633041688111166,485.70000000000005,0.32509779699402924,1.0863748386339631
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2003478,0.4883939774153073,531.3,0.2930547713156409,1.0332120643117004
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.09966436,0.3668491786958686,496.5,0.29687814702920445,0.8999788762146177
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712,0.4547710976282405,551.6,0.2989485134155185,0.8000423414840689
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.296095039999997,0.5678097003398209,606.5,0.30305028854080795,0.7000106078285774
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.599464479999998,0.40553359683794465,530.7,0.2899943470887507,0.533368597372829
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.40055564,0.505413901501921,487.20000000000005,0.2970032840722495,0.8000199084212622
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.300132,0.42369020501138954,616.0,0.30194805194805197,0.7999773985761103
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,40.59634688,0.37419851243908697,578.9,0.25202971152185183,0.8000423414840689
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.0971862,0.5176087599881622,526.9,0.33194154488517746,0.8000423414840689
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.20178676,0.4548128342245989,563.2,0.3020241477272727,0.8170823885109599
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.79577532,0.5601659751037344,575.5,0.3049522154648132,0.5843920145190562
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.20100736,0.3611764705882353,531.3,0.2889139845661585,1.0410749911982162
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.80163088,0.3562352941176471,531.3,0.284961415396198,0.8586538461538462
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.59934464,0.3812631578947368,593.8,0.30498484338160997,0.9171458748973125
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.90127512,0.40633041688111166,485.70000000000005,0.32509779699402924,1.0863748386339631
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.398217439999996,0.4883939774153073,531.3,0.2930547713156409,1.0332120643117004
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.09628696,0.3668491786958686,496.5,0.29687814702920445,0.8999788762146177
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.89581932,0.4547710976282405,551.6,0.2989485134155185,0.8000423414840689
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,49.80085148,0.5678097003398209,606.5,0.30305028854080795,0.7000106078285774
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.09810556,0.40553359683794465,530.7,0.2899943470887507,0.533368597372829
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,37.997022359999995,0.505413901501921,487.20000000000005,0.2970032840722495,0.8000199084212622
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.095767359999996,0.42369020501138954,616.0,0.30194805194805197,0.7999773985761103
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09498796,0.37419851243908697,578.9,0.25202971152185183,0.8000423414840689
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.89749796,0.4547710976282405,551.6,0.2989485134155185,0.8000423414840689
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.101223159999996,0.5176087599881622,526.9,0.33194154488517746,0.8000423414840689
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09446836,0.4548128342245989,563.2,0.3020241477272727,0.8170823885109599
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.79825348,0.5601659751037344,575.5,0.3049522154648132,0.5843920145190562
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762,0.3611764705882353,531.3,0.2889139845661585,1.0410749911982162
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.797733879999996,0.3562352941176471,531.3,0.284961415396198,0.8586538461538462
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.29949256,0.3812631578947368,593.8,0.30498484338160997,0.9171458748973125
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.69717028,0.40633041688111166,485.70000000000005,0.32509779699402924,1.0863748386339631
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.495923239999996,0.4883939774153073,531.3,0.2930547713156409,1.0332120643117004
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,68.4994406,0.3668491786958686,496.5,0.29687814702920445,0.8999788762146177
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999,0.4547710976282405,551.6,0.2989485134155185,0.8000423414840689
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.69782984,0.5678097003398209,606.5,0.30305028854080795,0.7000106078285774
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.20022796,0.40553359683794465,530.7,0.2899943470887507,0.533368597372829
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.69964844,0.505413901501921,487.20000000000005,0.2970032840722495,0.8000199084212622
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,65.99664272,0.42369020501138954,616.0,0.30194805194805197,0.7999773985761103
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.4978818,0.37419851243908697,578.9,0.25202971152185183,0.8000423414840689
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.89737812,0.5176087599881622,526.9,0.33194154488517746,0.8000423414840689
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.3973182,0.4548128342245989,563.2,0.3020241477272727,0.8170823885109599
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.90037588,0.5601659751037344,575.5,0.3049522154648132,0.5843920145190562
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176,0.3611764705882353,531.3,0.2889139845661585,1.0410749911982162
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.90037588,0.3562352941176471,531.3,0.284961415396198,0.8586538461538462
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.29845336,0.3812631578947368,593.8,0.30498484338160997,0.9171458748973125
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.19944856,0.40633041688111166,485.70000000000005,0.32509779699402924,1.0863748386339631
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.10006412,0.4883939774153073,531.3,0.2930547713156409,1.0332120643117004
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.69808963999999,0.3668491786958686,496.5,0.29687814702920445,0.8999788762146177
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.896079119999996,0.40553359683794465,530.7,0.2899943470887507,0.533368597372829
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99482412,0.505413901501921,487.20000000000005,0.2970032840722495,0.8000199084212622
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.69860924,0.42369020501138954,616.0,0.30194805194805197,0.7999773985761103
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89478012,0.5176087599881622,526.9,0.33194154488517746,0.8000423414840689
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91,64.90037588,0.4548128342245989,563.2,0.3020241477272727,0.8170823885109599
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.59648684,0.5601659751037344,575.5,0.3049522154648132,0.5843920145190562
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056,0.3611764705882353,531.3,0.2889139845661585,1.0410749911982162
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.69990824,0.3562352941176471,531.3,0.284961415396198,0.8586538461538462
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19451236,0.3812631578947368,593.8,0.30498484338160997,0.9171458748973125
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.59882504,0.40633041688111166,485.70000000000005,0.32509779699402924,1.0863748386339631
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.09954452,0.4883939774153073,531.3,0.2930547713156409,1.0332120643117004
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.49762199999999,0.3668491786958686,496.5,0.29687814702920445,0.8999788762146177
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.49566344,0.40553359683794465,530.7,0.2899943470887507,0.533368597372829
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.80073164,0.505413901501921,487.20000000000005,0.2970032840722495,0.8000199084212622
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.29819356,0.42369020501138954,616.0,0.30194805194805197,0.7999773985761103
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.79617508,0.5176087599881622,526.9,0.33194154488517746,0.8000423414840689
222.36,0.0,96.67,189.29,4.46,967.08,870.32,3,11.57630204,0.8512772081309588,319.03000000000003,0.5933297808983481,0.8999462298879101
222.36,0.0,96.67,189.29,4.46,967.08,870.32,14,24.44881896,0.8512772081309588,319.03000000000003,0.5933297808983481,0.8999462298879101
222.36,0.0,96.67,189.29,4.46,967.08,870.32,28,24.8900836,0.8512772081309588,319.03000000000003,0.5933297808983481,0.8999462298879101
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56,29.447519959999997,0.8512772081309588,319.03000000000003,0.5933297808983481,0.8999462298879101
222.36,0.0,96.67,189.29,4.46,967.08,870.32,100,40.7135578,0.8512772081309588,319.03000000000003,0.5933297808983481,0.8999462298879101
233.81,0.0,94.58,197.89,4.567,947.04,852.16,3,10.38350856,0.8463709849878106,328.39,0.6026066567191449,0.8998141577969252
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14,22.13907436,0.8463709849878106,328.39,0.6026066567191449,0.8998141577969252
233.81,0.0,94.58,197.89,4.567,947.04,852.16,28,22.83544512,0.8463709849878106,328.39,0.6026066567191449,0.8998141577969252
233.81,0.0,94.58,197.89,4.567,947.04,852.16,56,27.66177712,0.8463709849878106,328.39,0.6026066567191449,0.8998141577969252
233.81,0.0,94.58,197.89,4.567,947.04,852.16,100,34.55653712,0.8463709849878106,328.39,0.6026066567191449,0.8998141577969252
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3,12.45193656,0.8507294020957469,295.2,0.5610433604336044,0.9001391096979332
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14,24.986610239999997,0.8507294020957469,295.2,0.5610433604336044,0.9001391096979332
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28,25.72434956,0.8507294020957469,295.2,0.5610433604336044,0.9001391096979332
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56,33.963587759999996,0.8507294020957469,295.2,0.5610433604336044,0.9001391096979332
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100,37.34202016,0.8507294020957469,295.2,0.5610433604336044,0.9001391096979332
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3,15.04436632,0.8503251520872666,316.08000000000004,0.5129713996456592,0.7376238532110092
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14,21.063491799999998,0.8503251520872666,316.08000000000004,0.5129713996456592,0.7376238532110092
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28,26.40003604,0.8503251520872666,316.08000000000004,0.5129713996456592,0.7376238532110092
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56,35.34253976,0.8503251520872666,316.08000000000004,0.5129713996456592,0.7376238532110092
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,100,40.56876784,0.8503251520872666,316.08000000000004,0.5129713996456592,0.7376238532110092
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3,12.47262084,0.8502381289196964,333.69,0.5403518235488028,0.7368759455370651
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,14,20.91870184,0.8502381289196964,333.69,0.5403518235488028,0.7368759455370651
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28,24.90387312,0.8502381289196964,333.69,0.5403518235488028,0.7368759455370651
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56,34.20490436,0.8502381289196964,333.69,0.5403518235488028,0.7368759455370651
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100,39.6103962,0.8502381289196964,333.69,0.5403518235488028,0.7368759455370651
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3,10.0318758,0.849980432230291,348.28,0.5612438268060181,0.7369244219933941
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14,20.08443588,0.849980432230291,348.28,0.5612438268060181,0.7369244219933941
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28,24.483292759999998,0.849980432230291,348.28,0.5612438268060181,0.7369244219933941
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56,31.53663224,0.849980432230291,348.28,0.5612438268060181,0.7369244219933941
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100,35.34253976,0.849980432230291,348.28,0.5612438268060181,0.7369244219933941
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3,9.4458212,0.8503204791425869,315.52,0.5129627281947262,0.7376068376068377
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14,22.718234199999998,0.8503204791425869,315.52,0.5129627281947262,0.7376068376068377
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28,28.46846404,0.8503204791425869,315.52,0.5129627281947262,0.7376068376068377
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56,38.56239268,0.8503204791425869,315.52,0.5129627281947262,0.7376068376068377
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100,40.38950408,0.8503204791425869,315.52,0.5129627281947262,0.7376068376068377
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3,10.76272036,1.0624360286591608,329.36,0.5357663347097401,0.7369072359720387
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14,25.48303296,1.0624360286591608,329.36,0.5357663347097401,0.7369072359720387
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,28,21.53923024,1.0624360286591608,329.36,0.5357663347097401,0.7369072359720387
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56,28.62704352,1.0624360286591608,329.36,0.5357663347097401,0.7369072359720387
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,100,33.5430074,1.0624360286591608,329.36,0.5357663347097401,0.7369072359720387
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3,17.9953236,0.8502245929253229,336.28,0.5403532770310456,0.736892475136048
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14,30.38520732,0.8502245929253229,336.28,0.5403532770310456,0.736892475136048
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28,45.70536404,0.8502245929253229,336.28,0.5403532770310456,0.736892475136048
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,56,50.77301264,0.8502245929253229,336.28,0.5403532770310456,0.736892475136048
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100,53.90323368,0.8502245929253229,336.28,0.5403532770310456,0.736892475136048
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,3,13.18278112,0.8502058383233534,336.34,0.5403460783730749,0.7368855534709193
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14,17.83674412,0.8502058383233534,336.34,0.5403460783730749,0.7368855534709193
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28,40.2309246,0.8502058383233534,336.34,0.5403460783730749,0.7368855534709193
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,56,47.13257936,0.8502058383233534,336.34,0.5403460783730749,0.7368855534709193
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,100,49.973220479999995,0.8502058383233534,336.34,0.5403460783730749,0.7368855534709193
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,3,13.35515012,0.8500087077673284,347.84000000000003,0.561263799448022,0.7369224783581364
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,14,22.31833812,0.8500087077673284,347.84000000000003,0.561263799448022,0.7369224783581364
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28,24.53845084,0.8500087077673284,347.84000000000003,0.561263799448022,0.7369224783581364
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56,31.35047372,0.8500087077673284,347.84000000000003,0.561263799448022,0.7369224783581364
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,100,40.85834776,0.8500087077673284,347.84000000000003,0.561263799448022,0.7369224783581364
238.05,0.0,94.11,186.66,7.0,949.91,847.01,3,19.93275116,0.7841209829867675,332.16,0.5619580924855491,0.8916739480582371
238.05,0.0,94.11,186.66,7.0,949.91,847.01,14,25.68987576,0.7841209829867675,332.16,0.5619580924855491,0.8916739480582371
238.05,0.0,94.11,186.66,7.0,949.91,847.01,28,30.2335226,0.7841209829867675,332.16,0.5619580924855491,0.8916739480582371
238.05,0.0,94.11,186.66,7.0,949.91,847.01,56,39.58971192,0.7841209829867675,332.16,0.5619580924855491,0.8916739480582371
238.05,0.0,94.11,186.66,7.0,949.91,847.01,100,44.298833,0.7841209829867675,332.16,0.5619580924855491,0.8916739480582371
250.0,0.0,95.69,187.42,5.53,956.86,861.17,3,13.817099039999999,0.7496799999999999,345.69,0.5421620527061818,0.8999958196601383
250.0,0.0,95.69,187.42,5.53,956.86,861.17,14,24.91766264,0.7496799999999999,345.69,0.5421620527061818,0.8999958196601383
250.0,0.0,95.69,187.42,5.53,956.86,861.17,28,29.21999288,0.7496799999999999,345.69,0.5421620527061818,0.8999958196601383
250.0,0.0,95.69,187.42,5.53,956.86,861.17,56,38.32797084,0.7496799999999999,345.69,0.5421620527061818,0.8999958196601383
250.0,0.0,95.69,187.42,5.53,956.86,861.17,100,42.347615919999996,0.7496799999999999,345.69,0.5421620527061818,0.8999958196601383
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,3,13.54130864,0.7496706192358366,312.89,0.5091885327111765,0.8965965469339156
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,14,26.310404159999997,0.7496706192358366,312.89,0.5091885327111765,0.8965965469339156
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,28,31.640053639999998,0.7496706192358366,312.89,0.5091885327111765,0.8965965469339156
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,56,42.54756396,0.7496706192358366,312.89,0.5091885327111765,0.8965965469339156
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100,42.919881,0.7496706192358366,312.89,0.5091885327111765,0.8965965469339156
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,3,13.33446584,0.7496354142164934,312.96,0.509170501022495,0.9003685993225742
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,14,25.3727168,0.7496354142164934,312.96,0.509170501022495,0.9003685993225742
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,28,37.404073,0.7496354142164934,312.96,0.509170501022495,0.9003685993225742
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56,44.395359639999995,0.7496354142164934,312.96,0.509170501022495,0.9003685993225742
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,100,47.739318239999996,0.7496354142164934,312.96,0.509170501022495,0.9003685993225742
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3,19.519065559999998,0.75,336.78,0.47211829681097456,0.7366316565321539
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,14,31.35047372,0.75,336.78,0.47211829681097456,0.7366316565321539
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28,38.500339839999995,0.75,336.78,0.47211829681097456,0.7366316565321539
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56,45.08483564,0.75,336.78,0.47211829681097456,0.7366316565321539
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100,47.8151606,0.75,336.78,0.47211829681097456,0.7366316565321539
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3,15.43736764,0.7506364617044229,353.37,0.49228853609531087,0.7368894358197652
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,14,26.77235308,0.7506364617044229,353.37,0.49228853609531087,0.7368894358197652
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,28,33.72916592,0.7506364617044229,353.37,0.49228853609531087,0.7368894358197652
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,56,42.69924868,0.7506364617044229,353.37,0.49228853609531087,0.7368894358197652
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100,45.83636448,0.7506364617044229,353.37,0.49228853609531087,0.7368894358197652
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3,17.22311048,0.7496916895413135,369.64,0.5098203657612812,0.7368047452353169
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,14,29.93015316,0.7496916895413135,369.64,0.5098203657612812,0.7368047452353169
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,28,29.654362759999998,0.7496916895413135,369.64,0.5098203657612812,0.7368047452353169
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,56,36.96970312,0.7496916895413135,369.64,0.5098203657612812,0.7368047452353169
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,100,43.58177796,0.7496916895413135,369.64,0.5098203657612812,0.7368047452353169
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,3,13.12072828,0.7496916895413135,369.64,0.5098203657612812,0.7368047452353169
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14,24.42813468,0.7496916895413135,369.64,0.5098203657612812,0.7368047452353169
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,28,32.66047812,0.7496916895413135,369.64,0.5098203657612812,0.7368047452353169
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,56,36.63875464,0.7496916895413135,369.64,0.5098203657612812,0.7368047452353169
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100,44.209201119999996,0.7496916895413135,369.64,0.5098203657612812,0.7368047452353169
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,3,13.62404576,0.9349983460138935,348.39,0.48678205459398954,0.7368321333838576
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,14,21.601283079999998,0.9349983460138935,348.39,0.48678205459398954,0.7368321333838576
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,28,27.77209328,0.9349983460138935,348.39,0.48678205459398954,0.7368321333838576
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,56,35.570066839999996,0.9349983460138935,348.39,0.48678205459398954,0.7368321333838576
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100,45.3675208,0.9349983460138935,348.39,0.48678205459398954,0.7368321333838576
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3,7.3153403599999995,0.9350142825752583,349.22,0.4874004925262012,0.736879365678686
